Ia,Ib,Ic,Va,Vb,Vc,Fault_Type
550.2654603,-882.6913702,334.5797288,-0.016941312,-0.025097102,0.042038415,LLL
729.7518042,68.347477,-796.0457179,0.03739368,-0.03587087,-0.00152281,LLL
-505.8166181,3.007235995,-42.11537529,-0.259237596,0.576020379,-0.316782783,LG
-27.09201995,770.0946405,-740.4604668,0.246100843,0.005065552,-0.251166396,LL
525.5114817,-884.3494254,-36.73997031,-0.018073648,0.010015604,0.008058045,LLG
-52.38567914,94.29878024,-45.03369853,-0.528549038,0.001120973,0.527428064,Normal
-29.4119309,-9.754756849,36.20077187,0.500348755,-0.51743505,0.017086295,Normal
2.679675048,-23.68403874,17.55758042,0.591132397,-0.29584724,-0.295285157,Normal
54.16748576,8.519839175,-66.10417982,0.068576004,0.499506684,-0.568082688,Normal
-69.9381731,71.71806054,-4.658746124,-0.250593962,-0.345306546,0.595900508,Normal
-737.1951056,792.037312,18.60381039,0.003356814,0.123691283,-0.127048097,LLG
-880.8885303,390.5921223,492.3966741,-0.022116028,0.04236964,-0.020253612,LLL
799.6373774,-71.38436083,-726.116925,0.03389958,-0.039003524,0.005103944,LLL
-341.4405662,-64.23415068,45.28215399,0.371331757,-0.44222584,0.070894084,LG
440.5195658,-883.8158216,443.293995,-0.022754644,-0.01954422,0.042298864,LLLG
-873.152412,553.3895365,319.7606118,-0.013710074,0.041599319,-0.027889245,LLLG
48.48545854,-670.562167,624.6513128,0.099529365,0.024037226,-0.123566592,LL
864.7748978,-543.9937063,6.459426045,0.014930297,-0.263335187,0.24840489,LLG
-47.93545839,772.3483656,-721.8284829,0.066815072,-0.010785192,-0.056029881,LL
483.5636711,399.8533524,-881.2881046,0.042175686,-0.024563634,-0.017612052,LLL
-380.7135649,-516.3174483,899.1999955,-0.040945999,0.019293298,0.021652701,LLL
367.1759881,-878.9870923,513.8866905,-0.026009947,-0.015938257,0.041948204,LLL
75.54084683,-22.27893916,20.90374964,0.365181144,-0.569928422,0.204747278,LLLG
0.1176387,632.5121638,-629.940624,0.409154077,0.022485475,-0.431639552,LL
-869.3287428,402.3306228,-17.10452622,-0.02210219,0.309112143,-0.287009953,LLG
-42.78081817,-322.5006441,367.6210648,-0.505447721,-0.036974043,0.542421765,LL
-28.07016208,-502.1550315,532.6807665,-0.472808713,-0.030586891,0.503395603,LL
-764.8961953,765.0033276,15.13208756,0.000699091,0.145778339,-0.14647743,LLG
-882.4143781,402.241096,480.1710185,-0.021554259,0.042397193,-0.020842934,LLLG
885.0249428,-441.4252759,-443.5961633,0.019890677,-0.042390389,0.022499712,LLLG
-820.7118892,684.4355452,6.221586987,-0.005932152,0.198292543,-0.192360391,LLG
-70.15344344,51.71042382,14.97237263,0.025748307,-0.522187528,0.496439221,Normal
870.9870809,-564.6098973,-306.3794468,0.013024349,-0.041376842,0.028352494,LLLG
673.935449,-832.0880498,158.1503374,-0.009304377,-0.0311067,0.040411077,LLLG
49.35084821,26.53774202,-78.92662726,-0.147340621,0.597765907,-0.450425286,Normal
-717.61174,-38.33916184,0.58425701,0.03190515,0.274387727,-0.306292876,LG
-480.7468465,888.7000209,39.46685634,0.020439491,-0.033623695,0.013184204,LLG
-142.4075882,-698.3950092,-57.65372034,-0.039910165,0.284562334,-0.244652169,LLG
-335.2127524,-540.5989011,875.80939,-0.042197659,0.017710988,0.024486671,LLLG
-69.476762,79.76175146,-13.51761396,-0.303449754,-0.295855985,0.59930574,Normal
348.0772109,529.0795702,-877.1590448,0.042200018,-0.01822477,-0.023975248,LLLG
-8.540305582,-21.34342777,26.68756043,0.578347376,-0.388518586,-0.189828791,Normal
35.55108078,-45.45160272,49.93081927,0.375509856,-0.576500579,0.200990723,LG
-69.25261441,48.78203969,17.00034892,0.054186607,-0.534179949,0.479993342,Normal
797.7055808,-736.0424016,-61.65439368,0.00157263,-0.037492768,0.035920138,LLLG
-72.26114697,64.34210338,4.56650701,-0.115968747,-0.445555221,0.561523968,Normal
209.3353926,-848.3128653,638.9752135,-0.031823495,-0.00828954,0.040113035,LLLG
54.49223172,-1.414582326,-56.36889318,0.161977199,0.434646927,-0.596624126,Normal
573.0881516,-884.5335237,-33.86680822,-0.015016874,-0.014021602,0.029038475,LLG
-380.8439177,20.16211178,-45.72491566,-0.315170918,0.603153942,-0.287983025,LG
-26.24897344,-10.24384304,33.2911098,0.518600527,-0.497154771,-0.021445757,Normal
33.30037272,54.54132154,-91.11432924,-0.371901292,0.622662155,-0.250760863,Normal
-622.5417699,-231.937393,854.4768994,-0.04049824,0.031097357,0.009400883,LLLG
-549.3075067,-323.3598317,874.6781339,-0.041617215,0.027734101,0.013883114,LLL
-19.60803355,-48.76957981,49.84770431,0.379423411,-0.563652606,0.184229195,LG
827.4818866,-679.2121208,-5.325408641,0.006842547,-0.203451349,0.196608802,LLG
-833.5917243,656.9241404,3.509028483,-0.007903362,0.213152613,-0.205249251,LLG
55.21888146,-525.3911336,472.7966368,0.240335487,0.033232389,-0.273567877,LL
-69.1158927,47.47607635,18.65646225,0.018338395,-0.520997657,0.502659262,Normal
723.2967981,16.10875832,29.78276729,0.166201027,-0.495283163,0.329082136,LG
-280.8132607,-597.3359407,-57.28164827,-0.039541502,0.321562941,-0.282021439,LLG
-18.15015814,-16.93257383,32.0041352,0.551245844,-0.454245559,-0.097000285,Normal
-72.32370458,66.10413289,2.866390704,-0.134682913,-0.43317065,0.567853563,Normal
-761.3525376,768.7465228,-5.286035213,0.002016843,0.035648083,-0.037664926,LLL
-373.5627863,885.977515,45.01945313,0.025463993,-0.086131939,0.060667946,LLG
-543.3037822,875.4919392,-330.1550157,0.017444936,0.024713683,-0.042158619,LLL
25.45527342,60.80643538,-89.17479923,-0.44908832,0.600162907,-0.151074587,Normal
-876.5562289,-49.75040344,-4.452915716,0.038474278,0.239925059,-0.278399337,LG
-70.0430802,73.65360817,-6.602495762,-0.25979131,-0.336941607,0.596732918,Normal
310.8677239,-883.2955223,572.4586563,-0.027966213,-0.013414622,0.041380836,LLLG
-68.20460292,86.41627511,-21.68165374,-0.353339241,-0.244181002,0.597520243,Normal
206.2967069,-851.1311773,-51.43043534,-0.031801135,0.158680959,-0.126879825,LLG
49.18232658,-693.2984598,646.7942546,0.115726079,0.023404883,-0.139130962,LL
552.2769853,-889.3339374,-35.31982499,-0.016241169,-0.002202069,0.018443238,LLG
883.1682259,-401.9522461,-479.1554977,0.021507134,-0.042323518,0.020816384,LLL
13.69296727,516.2312546,-527.2186068,0.462692222,0.029776885,-0.492469106,LL
-715.9509778,806.4306027,-88.44999754,0.00598622,0.033335925,-0.039322146,LLL
381.1199027,-20.16003907,45.72676018,0.315188743,-0.603153823,0.28796508,LG
61.05610784,51.13398858,-49.65489925,-0.381365583,0.552553816,-0.171188233,LG
6.014454674,586.0863157,-589.403723,0.434707423,0.025764836,-0.460472259,LL
-266.3896639,-589.9139956,-57.61379111,-0.041735594,0.313717493,-0.2719819,LLG
-874.4479439,543.2550261,333.2958095,-0.014329044,0.041706555,-0.027377511,LLL
-370.6274975,-66.72024929,19.07982753,0.323889037,-0.038821408,-0.285067629,LG
217.6549773,633.7201697,-849.2505202,0.041193784,-0.012053219,-0.029140565,LLL
121.4385094,697.0062691,-818.4470422,0.039836669,-0.007494111,-0.032342558,LLLG
-70.72771338,73.37059722,-5.751508384,-0.242784707,-0.351454019,0.594238725,Normal
-870.904791,564.1122284,306.7903816,-0.013077067,0.041464162,-0.028387096,LLLG
323.6637335,-885.2958473,561.6622143,-0.027485399,-0.014036602,0.041522001,LLLG
-71.83124718,73.63167263,-5.156507765,-0.217161097,-0.372082278,0.589243376,Normal
765.1664472,-693.7788279,-69.3555785,0.011119059,-0.223428873,0.212309814,LLL
-874.4907994,543.2532823,333.2611069,-0.014330686,0.04170787,-0.027377183,LLL
-732.0780665,224.2258335,508.3919442,-0.013377144,0.033971313,-0.02059417,LLLG
-718.904233,-57.75823682,-42.8182694,-0.037417899,0.375521255,-0.338103356,LLG
5.309087563,-26.99507469,18.49411162,0.592435305,-0.281062781,-0.311372524,Normal
2.280423378,-727.9039355,728.1380471,-0.33083187,-0.013460638,0.344292508,LL
49.03492969,27.78719232,-79.9792188,-0.147843039,0.598504767,-0.450661727,Normal
863.3904635,-262.2377715,-599.0137245,0.027565317,-0.041706726,0.014141409,LLL
-531.632626,-329.3391721,-52.71234126,-0.041722293,0.365711674,-0.323989381,LLG
-492.1012492,887.9051048,38.79910249,0.01985411,-0.027728661,0.007874551,LLG
-58.45381557,-64.59935671,125.4848038,-0.494851589,-0.041912041,0.53676363,LL
34.36862557,52.30231711,-89.82046342,-0.363660096,0.622856082,-0.259195985,Normal
2.301400915,82.872334,-88.4353806,-0.574477226,0.499495737,0.074981489,Normal
-68.55646449,77.93764459,-12.37487361,-0.3107639,-0.289178535,0.599942435,Normal
-303.4855013,-578.6588942,-56.98830851,-0.037038637,0.326157811,-0.289119173,LLG
-263.8184033,-61.14925587,47.06081054,0.378416879,-0.479243976,0.100827097,LG
-20.78401194,-16.20493333,34.02559362,0.540703559,-0.472252716,-0.068450842,Normal
-10.02760256,-759.2378306,771.346612,-0.037775719,0.002284543,0.035491176,LLL
-65.1696815,107.1707377,-39.56300422,-0.457465945,-0.042373246,0.499839191,LL
-503.3848228,886.980709,38.12272557,0.019258263,-0.021823119,0.002564856,LLG
341.1334643,-25.5614886,40.46798592,0.324993462,-0.602440045,0.277446583,LLG
44.02618124,-787.3538539,-55.45489938,-0.036481085,0.219856006,-0.183374921,LLG
671.0894671,163.8910932,-832.8479556,0.039395089,-0.033227452,-0.006167637,LLL
-429.7382257,12.17705775,-43.66499878,-0.287345461,0.593169276,-0.305823814,LG
-746.9315264,782.0753083,-33.03542677,0.003344845,0.034910637,-0.038255482,LLL
-16.58341789,89.29160908,-75.60898962,-0.616480241,0.359230573,0.257249668,Normal
-219.5279321,855.0496395,51.01036873,0.031348073,-0.153287099,0.121939026,LLG
635.8114961,5.125248153,35.6835816,0.218065718,-0.543787403,0.325721684,LG
-72.28683589,62.11098063,6.704070228,-0.078811832,-0.468116833,0.546928666,Normal
156.7838942,56.19712586,-48.78066961,-0.38262712,0.521933167,-0.139306047,LG
-216.6798792,-633.7102059,850.3878217,-0.041220755,0.012110833,0.029109921,LLLG
98.57630152,-811.8443256,-54.326037,-0.035057414,0.20022767,-0.165170257,LLG
-765.2153664,2.031550818,765.2782366,-0.035759887,0.037581719,-0.001821832,LLL
-736.6044016,-32.80984188,-15.52877705,-0.06064433,0.378238031,-0.317593702,LG
48.06825087,33.65996849,-84.46052346,-0.167913002,0.606233176,-0.438320174,Normal
-598.5178801,867.9615751,31.6233373,0.013755708,0.031357214,-0.045112923,LLG
22.82611289,417.7027601,-437.8158679,0.487290943,0.034124959,-0.521415902,LL
864.0308781,-351.7546455,20.53639262,0.024317713,-0.321992805,0.297675092,LLG
690.2641543,-826.7545595,-23.66951108,-0.007324987,-0.089662496,0.096987483,LLG
379.1380662,65.56418966,-44.24131558,-0.366543046,0.422222971,-0.055679925,LG
-208.5880963,848.5931682,-637.9666484,0.031776448,0.008363155,-0.040139603,LLL
-4.886410074,-21.92842836,23.49468509,0.584808934,-0.358836395,-0.225972539,Normal
-657.2229761,-155.2292428,-42.04398778,-0.030041527,0.370925043,-0.340883516,LLG
809.9906375,-719.1679036,-88.675322,0.002856817,-0.038101693,0.035244876,LLL
716.6944241,-806.1518518,89.45516432,-0.006033355,-0.033262244,0.039295598,LLLG
-881.5906132,389.8181892,491.7702193,-0.022123345,0.042384658,-0.020261313,LLLG
-70.24401088,51.90331369,15.11830839,-0.001693047,-0.510585809,0.512278856,Normal
96.93862262,-825.7560553,-54.58581964,-0.034650687,0.204629164,-0.169978477,LLG
38.74463939,-770.3062308,734.18942,-0.026051106,0.01311955,0.012931557,LL
841.2891068,36.62001687,15.93933413,0.0514929,-0.363182711,0.311689811,LG
688.1699917,135.7278727,-823.8979287,0.038879559,-0.03402266,-0.0048569,LLLG
551.132727,323.8517631,-872.8543434,0.041615738,-0.027705739,-0.013909999,LLL
-792.8162114,95.7760794,-35.5098543,-0.033447272,0.365161818,-0.331714546,LLG
528.0521232,349.2947493,-877.3491362,0.041800041,-0.02664044,-0.015159601,LLLG
-304.7211911,26.45857943,-47.40939642,-0.334209623,0.605916163,-0.27170654,LG
3.657895421,-24.00860063,16.90423316,0.591320411,-0.28770169,-0.303618721,Normal
56.90954601,-366.3178806,311.9729227,0.342776315,0.038724325,-0.38150064,LL
286.0489362,-878.2482906,594.3577318,-0.028512348,-0.012293093,0.040805441,LLL
-859.8389321,605.684218,254.152541,-0.010521081,0.040826982,-0.030305901,LLLG
-66.08212052,601.9538278,-533.4603238,-0.190096408,-0.029646133,0.219742541,LL
758.5968222,69.2300911,-23.58157508,-0.241225735,0.104940314,0.136285421,LG
387.1642477,65.50544383,-44.30007182,-0.366149597,0.422222943,-0.056073346,LG
-64.15060963,35.16387438,25.76960676,0.157761111,-0.569017712,0.4112566,Normal
26.19022704,62.78326011,-92.24329278,-0.437187403,0.607375784,-0.170188381,Normal
-54.53523309,-135.9269879,192.7956422,-0.503632794,-0.040943015,0.544575809,LL
-403.8391589,-66.3703793,43.49213266,0.362906185,-0.408363955,0.04545777,LG
-16.52982397,-606.5952564,625.5998266,-0.429505477,-0.024560782,0.454066259,LL
687.1247281,112.4847118,45.16552649,0.038635457,-0.376546191,0.337910734,LLG
-655.4808303,845.7434274,26.9326564,0.009920272,0.066533401,-0.076453672,LLG
-695.4910436,-24.87587619,-29.95527411,-0.138532062,0.466371051,-0.32783899,LG
-67.75925491,203.5417986,-133.3374335,-0.426126633,-0.041721824,0.467848457,LL
-63.33913076,87.50293199,-27.27900516,-0.419167646,-0.167156246,0.586323892,Normal
-9.217057954,-18.66307111,24.42965115,0.577269555,-0.386933546,-0.190336009,Normal
-668.4233712,258.6256451,411.9832294,0.016077117,0.025472652,-0.04154977,LLL
805.3172361,67.17741593,-18.62290159,-0.207031008,0.038821567,0.168209442,LG
-58.65445358,89.86707907,-34.21265514,-0.47185037,-0.094145706,0.565996076,Normal
-737.964956,200.3531248,-15.82795962,-0.014242968,0.299069409,-0.284826441,LLG
-499.8793505,9.298771499,-42.02443953,-0.277317646,0.586686915,-0.30936927,LG
637.167958,-854.0763763,-28.52513508,-0.011218457,-0.054848543,0.066067,LLG
-366.6744678,-65.13695826,44.59906697,0.368233662,-0.42899693,0.060763268,LG
46.56307561,34.40014832,-84.37126574,-0.185733174,0.610153616,-0.424420442,Normal
25.26351143,-32.43521645,4.221991808,0.560013795,-0.0959849,-0.464028895,Normal
-237.3893143,-59.99884971,47.56154414,0.38003443,-0.490653229,0.110618799,LG
673.2239699,-836.6905129,-25.31356647,-0.008631751,-0.078131137,0.086762888,LLG
-458.2713409,-423.8192493,884.1785803,-0.042288386,0.023500099,0.018788287,LLL
-39.66567026,0.4438678,36.13639325,0.436736053,-0.557342611,0.120606558,Normal
-45.04383352,97.26618671,-55.46836387,-0.572577942,0.096867216,0.475710726,Normal
871.8513947,46.49043811,7.566784417,-0.014481337,-0.274387584,0.288868921,LG
49.23654231,-20.02053088,-28.90428487,0.411364924,0.181219378,-0.592584302,Normal
39.39289135,745.5480531,-782.8189703,0.038334971,-0.003565166,-0.034769805,LLL
-47.90074647,9.439839126,35.37253152,0.367671522,-0.579401421,0.211729899,Normal
40.07462677,168.9021821,-206.2615093,0.498447158,0.040613615,-0.539060772,LL
827.1405527,-678.3796621,-73.2874597,0.005902323,-0.100620356,0.094718032,LLLG
-378.2213708,881.1730207,-500.8359879,0.025448844,0.016605375,-0.042054218,LLL
55.01598356,0.621436477,-58.8033279,0.125751176,0.460819379,-0.586570554,Normal
-52.97221389,-160.1494029,215.3609918,-0.50546648,-0.040584018,0.546050498,LL
-877.1317634,-54.2691644,0.246561581,0.074140395,0.186499233,-0.260639628,LG
576.9353664,-867.6821887,292.8188213,-0.015647665,-0.02624895,0.041896615,LLL
862.7115833,-568.7003917,4.645951003,0.013858309,-0.254868678,0.241010369,LLG
738.1285269,53.62861868,-789.6229007,0.037136473,-0.036267339,-0.000869134,LLL
49.4830797,-14.37513606,-38.53457099,0.331974851,0.278559893,-0.610534745,Normal
844.3247438,-657.3988138,-184.7799623,0.007467788,-0.039918574,0.032450786,LLL
9.886356965,552.2398578,-559.4245993,0.449594129,0.027825768,-0.477419896,LL
755.964703,-13.21114866,39.63703561,0.035802913,-0.37222118,0.336418267,LLG
-789.5552723,734.9084153,11.60013025,-0.001958816,0.167288382,-0.165329566,LLG
-729.7655479,72.78863128,659.1571857,0.009693712,0.026209761,-0.035903472,LLL
-602.9357346,221.6507026,-2.214337065,0.091146389,0.198729974,-0.289876363,LLG
21.17179061,-29.92420862,5.565753037,0.570350148,-0.131651621,-0.438698527,Normal
126.243926,-834.2001052,707.9992605,-0.033236516,-0.00471824,0.037954757,LLLG
626.7161926,4.017744878,36.22984706,0.223000868,-0.54791829,0.324917422,LG
744.3795308,-682.6271093,-59.70237492,0.013662939,-0.272106003,0.258443064,LLL
224.1730407,-40.08906365,46.62400301,0.353928124,-0.607369425,0.253441301,LLG
-11.5523418,708.1765242,-694.0506931,0.34744878,0.015364968,-0.362813748,LL
521.0983023,341.6520421,53.07412024,0.041858938,-0.364271148,0.322412209,LLG
-45.18288482,-288.742761,336.2632907,-0.507533553,-0.037904899,0.545438452,LL
166.191883,-837.9418519,-52.61406184,-0.033084,0.174590431,-0.141506431,LLG
-482.4609844,-400.0318376,882.4905585,-0.042190378,0.024611191,0.017579187,LLLG
6.839989282,77.69820906,-87.55963897,-0.557936735,0.520339379,0.037597357,Normal
-691.1555113,-25.18340674,-31.98598059,-0.143833563,0.472389407,-0.328555844,LG
32.80929379,286.2675815,-316.3601787,0.500821166,0.038225737,-0.539046903,LL
775.6281478,-55.19040252,37.6125138,0.034698709,-0.369121639,0.33442293,LLG
9.725938371,75.5976706,-88.34592083,-0.544879623,0.535800986,0.009078637,Normal
230.377886,623.1810993,-853.5603521,0.041336531,-0.012674561,-0.02866197,LLLG
149.0473406,679.3504332,-828.3992536,0.040284121,-0.008813546,-0.031470575,LLLG
-35.33701883,-0.633956345,32.51257096,0.47136626,-0.534904895,0.063538635,Normal
-12.24759201,89.69861135,-80.58514134,-0.612059674,0.398911517,0.213148157,Normal
28.47779817,58.45534251,-89.96155817,-0.42234474,0.610297599,-0.187952859,Normal
-347.3411155,-528.8082305,878.1568592,-0.042247152,0.018298452,0.0239487,LLL
-99.91204263,809.9018775,-709.9915752,0.035036945,0.003098545,-0.03813549,LLLG
-34.22373485,-429.375856,465.9483284,-0.490491431,-0.033291023,0.523782454,LL
-787.9778183,739.8418787,50.1636173,-0.000646517,0.037018951,-0.036372433,LLL
7.820328684,-47.13562477,49.91212079,0.377646309,-0.570358047,0.192711737,LG
366.4814204,-879.7519715,513.2682877,-0.026017322,-0.015923205,0.041940527,LLLG
-59.24633212,89.46676791,-33.22017714,-0.465582936,-0.103484609,0.569067545,Normal
-762.05715,767.9703494,-5.915324098,0.002009515,0.035663125,-0.03767264,LLLG
232.7829552,-858.8733647,-50.57770345,-0.030906642,0.147876816,-0.116970174,LLG
-689.2600134,-99.79317455,789.2977971,-0.013247981,0.028501272,-0.015253291,LLLG
56.47373792,-469.2471076,415.3164199,0.281001966,0.03555835,-0.316560317,LL
871.4186802,-416.9159812,16.22912363,0.021657562,-0.305773504,0.284115942,LLG
554.9179454,-873.1726756,318.2524688,-0.016883783,-0.025177606,0.042061389,LLLG
-99.25246306,52.71797417,48.34153421,0.410059123,-0.086914367,-0.323144756,LLLG
381.7101244,-406.6476969,27.07907639,0.035359278,-0.530230452,0.494871174,LLL
-568.0279995,876.2221114,33.86628338,0.015627824,0.013646373,-0.029274198,LLG
44.39129294,-714.5671672,672.6328099,0.036889934,0.019475953,-0.056365887,LL
224.6387128,-12.2505343,16.49913188,0.344882173,-0.587304484,0.242422311,LLLG
-785.690949,-25.65911514,-23.83752255,-0.11592862,0.441161834,-0.325233214,LG
-129.5944422,-54.81733194,49.09085767,0.382743774,-0.531342723,0.148598949,LG
46.97649118,-160.0581824,115.9083211,0.496603095,0.007173852,-0.503776946,LL
-515.747572,2.092235454,-41.45142782,-0.25505448,0.572996613,-0.317942132,LG
-69.63970251,319.3468201,-247.2499768,-0.377649074,-0.039989083,0.417638156,LL
50.64234256,24.5314145,-78.58506338,-0.092720093,0.58067685,-0.487956757,Normal
-6.942146173,89.4366364,-85.88101951,-0.601769738,0.443249666,0.158520072,Normal
868.820062,-510.2132773,9.157131112,0.016780743,-0.2757208,0.258940057,LLG
54.63102441,5.39021893,-63.3099577,0.087929008,0.48679065,-0.574719659,Normal
-52.32672826,97.15349392,-48.19706755,-0.534543994,0.012185819,0.522358176,Normal
-36.1964174,100.0377483,-67.27631974,-0.60561261,0.20069424,0.40491837,Normal
4.334074613,-26.68562396,19.15936708,0.592396885,-0.289284751,-0.303112134,Normal
-584.9895718,-70.40787763,36.02698933,0.321252666,-0.284213069,-0.037039597,LG
-67.87741946,85.03595368,-20.51978054,-0.352783145,-0.24499846,0.597781605,Normal
264.1996817,-7.868585924,14.73493976,0.336293894,-0.587364868,0.251070974,LLLG
744.4364351,-785.6257412,-17.74221892,-0.002702919,-0.129251538,0.131954458,LLG
-260.7114753,-617.941469,878.7378454,-0.0415235,0.013898566,0.027624934,LLLG
533.0456036,-877.0369554,343.9890904,-0.018095957,-0.024096373,0.042192331,LLLG
531.6712341,329.2817665,52.71236,0.041712566,-0.365700944,0.323988378,LLG
-54.09368246,20.05170456,30.57754048,0.31204356,-0.583746465,0.271702905,Normal
-553.0763987,-333.6922444,886.9242815,-0.043190509,0.027926701,0.015263808,LLLG
47.99246032,-170.6644189,125.4858114,0.486010127,0.01872362,-0.504733747,LL
795.3043088,-727.0360485,-10.71006721,0.002616008,-0.172557407,0.169941399,LLG
849.802966,-621.1933567,0.112833639,0.010689228,-0.232340948,0.221651721,LLG
-686.8798795,-136.2079226,825.1802113,-0.03887535,0.034055164,0.004820186,LLL
-556.2161265,-1.944753796,-37.44040359,-0.228153128,0.555773728,-0.327620601,LG
36.55644572,51.12409599,-91.08303529,-0.332995894,0.626767475,-0.293771581,Normal
-112.1228499,817.4124731,54.01014624,0.03466992,-0.195183291,0.160513371,LLG
-20.64844424,748.8439979,-725.542306,0.29264046,0.009642128,-0.302282588,LL
110.4967477,-831.3448113,-54.28504202,-0.033942445,0.19948432,-0.165541875,LLG
880.6692434,-508.7681699,-369.8388085,0.016152832,-0.041958038,0.025805206,LLL
-813.9404375,151.1510565,-32.57736877,-0.031750066,0.358672582,-0.326922516,LLG
627.755278,-857.8985857,-29.310923,-0.011858614,-0.048990458,0.060849072,LLG
-71.87098032,62.12357049,6.521612732,-0.106039375,-0.452360155,0.55839953,Normal
4.632955891,-24.31830781,16.23919154,0.591358935,-0.279479872,-0.311879063,Normal
80.2346734,721.5639719,-801.8002082,0.039134,-0.005534878,-0.033599122,LLLG
29.10486451,60.52590091,-93.02999705,-0.409681371,0.616434962,-0.206753591,Normal
32.96009128,55.88719875,-92.24815244,-0.372442484,0.623458037,-0.251015552,Normal
-847.8545366,617.9360055,-0.119403808,-0.010500602,0.232222347,-0.221721744,LLG
411.0083918,471.5180766,-882.5275043,0.04235549,-0.021188828,-0.021166661,LLLG
37.14560466,46.99658973,-87.05948719,-0.339004123,0.623394811,-0.284390687,Normal
531.8141235,69.614785,-38.62853662,-0.336582663,0.325322378,0.011260285,LG
870.1376426,45.64618386,8.341050068,-0.008471912,-0.282839281,0.291311193,LG
-440.3903319,883.2485903,-442.8602302,0.022706587,0.019627845,-0.042334432,LLLG
-19.82941525,95.06041683,-78.61330502,-0.619632234,0.346322828,0.273309407,Normal
-309.5539403,152.1954541,159.5482172,0.268976685,-0.053702775,-0.21527391,LLL
48.04167823,-23.40110771,21.27306551,0.367340759,-0.56425701,0.196916251,Normal
-69.55624724,83.83311642,-17.74764159,-0.321114167,-0.277852342,0.59896651,Normal
100.7902283,-809.781509,711.0708601,-0.035072354,-0.003034154,0.038106508,LLL
-365.7358212,880.0328631,-512.2609678,0.025970187,0.015996887,-0.041967074,LLL
-10.34818105,-644.7354281,657.4715382,-0.402172483,-0.020742876,0.422915359,LL
145.0423018,-38.29328348,49.5043777,0.363250002,-0.595329261,0.232079259,LG
844.6139967,63.38045998,-11.89582066,-0.159745681,-0.046764751,0.206510432,LG
-242.1778353,28.93841706,-48.67837945,-0.341811115,0.605280094,-0.263468979,LG
-841.2405245,654.2676106,186.9707516,-0.007269026,0.039804499,-0.032535473,LLLG
398.2056959,-888.2872802,-43.86065343,-0.024390662,0.074581586,-0.050190924,LLG
31.79050901,-31.75785675,-2.980098509,0.530626669,-0.020519631,-0.510107038,Normal
-876.4675402,-54.97641972,1.030784597,0.08002934,0.177420936,-0.257450275,LG
-55.51048847,91.65079204,-39.14177512,-0.501458157,-0.047080114,0.548538271,Normal
827.7134272,-192.3512363,30.29312262,0.03038429,-0.35286403,0.32247974,LLG
-59.33802853,95.48292402,-39.6082445,-0.480109249,-0.081684148,0.561793397,Normal
4.745459564,-728.1977391,725.7784278,-0.318638502,-0.011550694,0.330189196,LL
46.45454403,-23.19646915,-26.31426781,0.400125089,0.196397624,-0.596522714,Normal
-768.2818316,761.7969259,8.592653077,0.001352021,0.036003663,-0.037355683,LLL
752.5301167,20.40352264,27.20586724,0.144195826,-0.472389359,0.328193533,LG
13.22694606,-26.42596629,9.75568337,0.584989222,-0.202392096,-0.382597125,Normal
592.8716506,42.08619257,32.44349396,0.181868078,-0.496879937,0.315011859,LLG
27.6594414,59.35305722,-90.04062509,-0.429306918,0.608158598,-0.178851679,Normal
5.935842208,-29.47387628,20.58236178,0.593432059,-0.282528614,-0.310903445,Normal
51.62822977,20.63208721,-75.30010631,-0.091152129,0.578370992,-0.487218863,Normal
-697.200327,-23.93926107,-27.29422995,-0.131799542,0.460237462,-0.32843792,LG
-573.1662569,205.7486158,-2.469624172,0.128320722,0.178334359,-0.306655081,LLG
884.4278314,-417.0293814,-467.3951996,0.021053979,-0.042415401,0.021361422,LLLG
815.4842024,-710.8400941,-102.4969028,0.003498884,-0.03838459,0.034885706,LLL
882.6243232,-378.9239299,-501.559575,0.022776438,-0.042393374,0.019616937,LLL
315.274222,-872.7012306,557.4247451,-0.028065947,-0.013428447,0.041494394,LLLG
-48.68540765,770.0448751,-718.7774097,0.058951151,-0.011427629,-0.047523522,LL
-882.8266322,439.6022437,445.3254621,-0.019803461,0.042353183,-0.022549723,LLL
-20.06594672,96.43758252,-79.77433247,-0.620192717,0.347145628,0.273047089,Normal
-554.1729157,873.4518075,-317.2459459,0.016836693,0.025251255,-0.042087948,LLL
53.29662792,19.93223386,-75.63322019,-0.03637824,0.557154656,-0.520776415,Normal
-864.7363163,543.9363558,-6.459411548,-0.014940027,0.263345921,-0.248405894,LLG
13.94373806,516.0992803,-527.43377,0.462826754,0.029780211,-0.492606965,LL
-651.3858704,-191.5144043,842.8980111,-0.039864907,0.032419713,0.007445194,LLLG
676.9918772,-842.9510401,-25.31720966,-0.008269488,-0.078370655,0.086640143,LLG
-0.621307201,639.6033785,-636.3908234,0.404666405,0.021923413,-0.426589818,LL
-564.1419891,-70.14256506,37.09505595,0.327629946,-0.300881483,-0.026748464,LG
-62.82571511,47.22696113,17.93588249,-0.473363387,-0.042329094,0.515692481,LL
3.355901321,-26.36131851,19.81292812,0.592208974,-0.297430454,-0.294778521,Normal
834.8215542,-676.6287516,-158.1856234,0.006157181,-0.039431959,0.033274778,LLLG
-500.7335672,233.4197342,269.5018605,0.131713664,-0.013963848,-0.117749816,LLL
-864.7218254,543.9101444,-6.459761514,-0.014938403,0.263344844,-0.248406441,LLG
